Time(s);dm/dt(kg/s);Mach;Vt(m/s);Tt(K)
23.220;0.0000;0.0000;0.0000;0.0000
23.240;0.0000;0.0000;0.0000;0.0000
23.260;0.0000;0.0000;0.0000;0.0000
23.280;0.0000;0.0000;0.0000;0.0000
23.300;0.0000;0.0000;0.0000;0.0000
23.320;0.0000;0.0000;0.0000;0.0000
23.340;0.0000;0.0000;0.0000;0.0000
23.360;0.0000;0.0000;0.0000;0.0000
23.380;0.0000;0.0000;0.0000;0.0000
23.400;0.0000;0.0000;0.0000;0.0000
23.420;0.0000;0.0000;0.0000;0.0000
23.440;0.0000;0.0000;0.0000;0.0000
23.460;0.0000;0.0000;0.0000;0.0000
23.480;0.0000;0.0000;0.0000;0.0000
23.500;0.0000;0.0000;0.0000;0.0000
23.520;0.0000;0.0000;0.0000;0.0000
23.540;0.0000;0.0000;0.0000;0.0000
23.560;0.0000;0.0000;0.0000;0.0000
23.580;0.0000;0.0000;0.0000;0.0000
23.600;0.0000;0.0000;0.0000;0.0000
23.620;0.0000;0.0000;0.0000;0.0000
23.640;0.0000;0.0000;0.0000;0.0000
23.660;0.0000;0.0000;0.0000;0.0000
23.680;0.0000;0.0000;0.0000;0.0000
23.700;0.0000;0.0000;0.0000;0.0000
23.720;0.0000;0.0000;0.0000;0.0000
23.740;0.0000;0.0000;0.0000;0.0000
23.760;0.0000;0.0000;0.0000;0.0000
23.780;0.0000;0.0000;0.0000;0.0000
23.800;0.0000;0.0000;0.0000;0.0000
23.820;0.0000;0.0000;0.0000;0.0000
23.840;0.0000;0.0000;0.0000;0.0000
23.860;0.0000;0.0000;0.0000;0.0000
23.880;0.0000;0.0000;0.0000;0.0000
23.900;0.0000;0.0000;0.0000;0.0000
23.920;0.0000;0.0000;0.0000;0.0000
23.940;0.0000;0.0000;0.0000;0.0000
23.960;0.0000;0.0000;0.0000;0.0000
23.980;0.0000;0.0000;0.0000;0.0000
24.000;0.0000;0.0000;0.0000;0.0000
24.020;0.0000;0.0000;0.0000;0.0000
24.040;0.0000;0.0000;0.0000;0.0000
24.060;0.0000;0.0000;0.0000;0.0000
24.080;0.0000;0.0000;0.0000;0.0000
24.100;0.0000;0.0000;0.0000;0.0000
24.120;0.0000;0.0000;0.0000;0.0000
24.140;0.0000;0.0000;0.0000;0.0000
24.160;0.0000;0.0000;0.0000;0.0000
24.180;0.0000;0.0000;0.0000;0.0000
24.200;0.0000;0.0000;0.0000;0.0000
24.220;0.0000;0.0000;0.0000;0.0000
24.240;0.0000;0.0000;0.0000;0.0000
24.260;0.0000;0.0000;0.0000;0.0000
24.280;0.0000;0.0000;0.0000;0.0000
24.300;0.0000;0.0000;0.0000;0.0000
24.320;0.0000;0.0000;0.0000;0.0000
24.340;0.0000;0.0000;0.0000;0.0000
24.360;0.0000;0.0000;0.0000;0.0000
24.380;0.0000;0.0000;0.0000;0.0000
24.400;0.0000;0.0000;0.0000;0.0000
24.420;0.0000;0.0000;0.0000;0.0000
24.440;0.0000;0.0000;0.0000;0.0000
24.460;0.0000;0.0000;0.0000;0.0000
24.480;0.0000;0.0000;0.0000;0.0000
24.500;0.0000;0.0000;0.0000;0.0000
24.520;0.0000;0.0000;0.0000;0.0000
24.540;0.0000;0.0000;0.0000;0.0000
24.560;0.0000;0.0000;0.0000;0.0000
24.580;0.0000;0.0000;0.0000;0.0000
24.600;0.0000;0.0000;0.0000;0.0000
24.620;0.0000;0.0000;0.0000;0.0000
24.640;0.0000;0.0000;0.0000;0.0000
24.660;0.0000;0.0000;0.0000;0.0000
24.680;0.0000;0.0000;0.0000;0.0000
24.700;0.0000;0.0000;0.0000;0.0000
24.720;0.0000;0.0000;0.0000;0.0000
24.740;0.0000;0.0000;0.0000;0.0000
24.760;0.0000;0.0000;0.0000;0.0000
24.780;0.0000;0.0000;0.0000;0.0000
24.800;0.0000;0.0000;0.0000;0.0000
24.820;0.0000;0.0000;0.0000;0.0000
24.840;0.0000;0.0000;0.0000;0.0000
24.860;0.0000;0.0000;0.0000;0.0000
24.880;0.0000;0.0000;0.0000;0.0000
24.900;0.0000;0.0000;0.0000;0.0000
24.920;0.0000;0.0000;0.0000;0.0000
24.940;0.0000;0.0000;0.0000;0.0000
24.960;0.0000;0.0000;0.0000;0.0000
24.980;0.0000;0.0000;0.0000;0.0000
25.000;0.0000;0.0000;0.0000;0.0000
25.020;0.0000;0.0000;0.0000;0.0000
25.040;0.0000;0.0000;0.0000;0.0000
25.060;0.0000;0.0000;0.0000;0.0000
25.080;0.0000;0.0000;0.0000;0.0000
25.100;0.0000;0.0000;0.0000;0.0000
25.120;0.0000;0.0000;0.0000;0.0000
25.140;0.0000;0.0000;0.0000;0.0000
25.160;0.0000;0.0000;0.0000;0.0000
25.180;0.0000;0.0000;0.0000;0.0000
25.200;0.0000;0.0000;0.0000;0.0000
25.220;0.0000;0.0000;0.0000;0.0000
25.240;0.0000;0.0000;0.0000;0.0000
25.260;0.0000;0.0000;0.0000;0.0000
25.280;0.0000;0.0000;0.0000;0.0000
25.300;0.0000;0.0000;0.0000;0.0000
25.320;0.0000;0.0000;0.0000;0.0000
25.340;0.0000;0.0000;0.0000;0.0000
25.360;0.0000;0.0000;0.0000;0.0000
25.380;0.0000;0.0000;0.0000;0.0000
25.400;0.0000;0.0000;0.0000;0.0000
25.420;0.0000;0.0000;0.0000;0.0000
25.440;0.0000;0.0000;0.0000;0.0000
25.460;0.0000;0.0000;0.0000;0.0000
25.480;0.0000;0.0000;0.0000;0.0000
25.500;0.0000;0.0000;0.0000;0.0000
25.520;0.0000;0.0000;0.0000;0.0000
25.540;0.0000;0.0000;0.0000;0.0000
25.560;0.0000;0.0000;0.0000;0.0000
25.580;0.0000;0.0000;0.0000;0.0000
25.600;0.0000;0.0000;0.0000;0.0000
25.620;0.0000;0.0000;0.0000;0.0000
25.640;0.0000;0.0000;0.0000;0.0000
25.660;0.0000;0.0000;0.0000;0.0000
25.680;0.0000;0.0000;0.0000;0.0000
25.700;0.0000;0.0000;0.0000;0.0000
25.720;0.0000;0.0000;0.0000;0.0000
25.740;0.0000;0.0000;0.0000;0.0000
25.760;0.0000;0.0000;0.0000;0.0000
25.780;0.0000;0.0000;0.0000;0.0000
25.800;0.0000;0.0000;0.0000;0.0000
25.820;0.0000;0.0000;0.0000;0.0000
25.840;0.0000;0.0000;0.0000;0.0000
25.860;0.0000;0.0000;0.0000;0.0000
25.880;0.0000;0.0000;0.0000;0.0000
25.900;0.0000;0.0000;0.0000;0.0000
25.920;0.0000;0.0000;0.0000;0.0000
25.940;0.0000;0.0000;0.0000;0.0000
25.960;0.0000;0.0000;0.0000;0.0000
25.980;0.0000;0.0000;0.0000;0.0000
26.000;0.0000;0.0000;0.0000;0.0000
26.020;0.0000;0.0000;0.0000;0.0000
26.040;0.0000;0.0000;0.0000;0.0000
26.060;0.0000;0.0000;0.0000;0.0000
26.080;0.0000;0.0000;0.0000;0.0000
26.100;0.0000;0.0000;0.0000;0.0000
26.120;0.0000;0.0000;0.0000;0.0000
26.140;0.0000;0.0000;0.0000;0.0000
26.160;0.0000;0.0000;0.0000;0.0000
26.180;0.0000;0.0000;0.0000;0.0000
26.200;0.0000;0.0000;0.0000;0.0000
26.220;0.0000;0.0000;0.0000;0.0000
26.240;0.0000;0.0000;0.0000;0.0000
26.260;0.0000;0.0000;0.0000;0.0000
26.280;0.0000;0.0000;0.0000;0.0000
26.300;0.0000;0.0000;0.0000;0.0000
26.320;0.0000;0.0000;0.0000;0.0000
26.340;0.0000;0.0000;0.0000;0.0000
26.360;0.0000;0.0000;0.0000;0.0000
26.380;0.0000;0.0000;0.0000;0.0000
26.400;0.0000;0.0000;0.0000;0.0000
26.420;0.0000;0.0000;0.0000;0.0000
26.440;0.0000;0.0000;0.0000;0.0000
26.460;0.0000;0.0000;0.0000;0.0000
26.480;0.0000;0.0000;0.0000;0.0000
26.500;0.0000;0.0000;0.0000;0.0000
26.520;0.0000;0.0000;0.0000;0.0000
26.540;0.0000;0.0000;0.0000;0.0000
26.560;0.0000;0.0000;0.0000;0.0000
26.580;0.0000;0.0000;0.0000;0.0000
26.600;0.0000;0.0000;0.0000;0.0000
26.620;0.0000;0.0000;0.0000;0.0000
26.640;0.0000;0.0000;0.0000;0.0000
26.660;0.0000;0.0000;0.0000;0.0000
26.680;0.0000;0.0000;0.0000;0.0000
26.700;0.0000;0.0000;0.0000;0.0000
26.720;0.0000;0.0000;0.0000;0.0000
26.740;0.0000;0.0000;0.0000;0.0000
26.760;0.0000;0.0000;0.0000;0.0000
26.780;0.0000;0.0000;0.0000;0.0000
26.800;0.0000;0.0000;0.0000;0.0000
26.820;0.0000;0.0000;0.0000;0.0000
26.840;0.0000;0.0000;0.0000;0.0000
26.860;0.0000;0.0000;0.0000;0.0000
26.880;0.0000;0.0000;0.0000;0.0000
26.900;0.0000;0.0000;0.0000;0.0000
26.920;0.0000;0.0000;0.0000;0.0000
26.940;0.0000;0.0000;0.0000;0.0000
26.960;0.0000;0.0000;0.0000;0.0000
26.980;0.0000;0.0000;0.0000;0.0000
27.000;0.0000;0.0000;0.0000;0.0000
27.020;0.0000;0.0000;0.0000;0.0000
27.040;0.0000;0.0000;0.0000;0.0000
27.060;0.0000;0.0000;0.0000;0.0000
27.080;0.0000;0.0000;0.0000;0.0000
27.100;0.0000;0.0000;0.0000;0.0000
27.120;0.0000;0.0000;0.0000;0.0000
27.140;0.0000;0.0000;0.0000;0.0000
27.160;0.0000;0.0000;0.0000;0.0000
27.180;0.0000;0.0000;0.0000;0.0000
27.200;0.0000;0.0000;0.0000;0.0000
27.220;0.0000;0.0000;0.0000;0.0000
27.240;0.0000;0.0000;0.0000;0.0000
27.260;0.0000;0.0000;0.0000;0.0000
27.280;0.0000;0.0000;0.0000;0.0000
27.300;0.0000;0.0000;0.0000;0.0000
27.320;0.0000;0.0000;0.0000;0.0000
27.340;0.0000;0.0000;0.0000;0.0000
27.360;0.0000;0.0000;0.0000;0.0000
27.380;0.0000;0.0000;0.0000;0.0000
27.400;0.0000;0.0000;0.0000;0.0000
27.420;0.0000;0.0000;0.0000;0.0000
27.440;0.0000;0.0000;0.0000;0.0000
27.460;0.0000;0.0000;0.0000;0.0000
27.480;0.0000;0.0000;0.0000;0.0000
27.500;0.0000;0.0000;0.0000;0.0000
27.520;0.0000;0.0000;0.0000;0.0000
27.540;0.0000;0.0000;0.0000;0.0000
27.560;0.0000;0.0000;0.0000;0.0000
27.580;0.0000;0.0000;0.0000;0.0000
27.600;0.0000;0.0000;0.0000;0.0000
27.620;0.0000;0.0000;0.0000;0.0000
27.640;0.0000;0.0000;0.0000;0.0000
27.660;0.0000;0.0000;0.0000;0.0000
27.680;0.0000;0.0000;0.0000;0.0000
27.700;0.0000;0.0000;0.0000;0.0000
27.720;0.0000;0.0000;0.0000;0.0000
27.740;0.0000;0.0000;0.0000;0.0000
27.760;0.0000;0.0000;0.0000;0.0000
27.780;0.0000;0.0000;0.0000;0.0000
27.800;0.0000;0.0000;0.0000;0.0000
27.820;0.0000;0.0000;0.0000;0.0000
27.840;0.0000;0.0000;0.0000;0.0000
27.860;0.0000;0.0000;0.0000;0.0000
27.880;0.0000;0.0000;0.0000;0.0000
27.900;0.0000;0.0000;0.0000;0.0000
27.920;0.0000;0.0000;0.0000;0.0000
27.940;0.0000;0.0000;0.0000;0.0000
27.960;0.0000;0.0000;0.0000;0.0000
27.980;0.0000;0.0000;0.0000;0.0000
28.000;0.0000;0.0000;0.0000;0.0000
28.020;0.0000;0.0000;0.0000;0.0000
